title,link,type_link,user_name,price,last_month_publish,date_publish,visits,room,bathroom,car_parking,suftace_area,count_photo,urgent_promotion,top_promotion,presale_promotion,address,ad_latitude,ad_longitude,extra_data,description,ad_type,ad_page,date_scraping,source
"Departamentos en Venta en Cervantes 101 en Miguel Hidalgo, CDMX",/d-desarrollo-cervantes-101/62cc7981cb0e849cf09be619,d,Cervantes 101,4035000,0.0,2022-07-01,0.0,13,0,0,51132,15,-,-,Nuevo - Preventa,"Blvd. Miguel de Cervantes Saavedra 101 Granada Miguel Hidalgo, CDMX",0.0,0.0,"['Estatus:Preventa', 'Metros Cuadrados:51-132m2', 'Recámara(s):1-3', 'Baños:1-2', 'Medio Baños:—', 'Garage:1-2', 'Año de Construccion:—', 'Superficie Total:—', 'Entrega:—']","El desarrollo para vivir Polanco, Cervantes 101 será un referente de la zona con su maravillosa ubicación ya que podrás vivir Polanco caminando. 

En la misma calle que Museo Soumaya, plaza Carso y a espaldas de Ejercito Nacional, experimentarás el gozo de lo que la zona ofrece para ti. 


Departamentos desde 51m² hasta 114m² con las mejores amenidades de la zona, como Kids lab, teatro y piscina para niños, Green bar, Sauna, GYM y jet pool para ti y tus visitas, entre otras muchas mas amenidades. 

Conoce la que será tu opción A para elegir el hogar de tus sueños.


		 Class Experiencia Inmobiliaria",promoted,1,2022-07-23,vivanuncios
"Departamentos en Venta en Select Living Martín Carrera en GAM, CDMX",/d-desarrollo-select-living-martin-carrera/62852ba0cb0e114eee9dc194,d,Select Living Martín Carrera,2222586,0.0,2022-07-01,0.0,2,0,0,98,4,-,-,Nuevo - Preventa,"Av. Gral. Martin Carrera 26, Martín Carrera, Gustavo A. Madero, 07070, CDMX",0.0,0.0,"['Estatus:Preventa', 'Metros Cuadrados:98m2', 'Recámara(s):2', 'Baños:1', 'Medio Baños:1', 'Garage:1', 'Año de Construccion:—', 'Superficie Total:—', 'Entrega:abril 2023']","Vivienda Vertical

	 GRUPO UBK",promoted,1,2022-07-23,vivanuncios
"Departamentos en Venta en Eje Central 321 en Benito Juárez, CDMX ",/d-desarrollo-eje-central-321/62c8b3d1cb0ef38ff6cb6309,d,Eje Central 321,3120800,0.0,2022-07-01,0.0,2,0,0,63157,4,-,-,Nuevo - Preventa,"Eje Central 321, Portales Norte, Benito Juárez, CDMX",0.0,0.0,"['Estatus:Preventa', 'Metros Cuadrados:63-157m2', 'Recámara(s):2', 'Baños:1-2', 'Medio Baños:—', 'Garage:1-2', 'Año de Construccion:—', 'Superficie Total:—', 'Entrega:abril 2023']","Eje Central 321 será el desarrollo que enmarcara tu futuro hogar. 

Con una ubicación envidiable, viviras con tu familia un sin fin de comercios a tu alrededor, paseos a pocas cuadras de parque de los venados, escuelas, plazas comerciales y todo cobijados por una colonia consolidada y de tradición en la CDMX.

Con Salida al sur de la ciudad por Tlalpan o al centro por Eje Central.

Departamentos con espacios pensados para familias modernas y acabados de alta gama.

Conoce el que podría ser tu futuro hogar.

Class",promoted,1,2022-07-23,vivanuncios
"Departamentos en Venta en Mitla 378 en Benito Juárez, CDMX ",/d-desarrollo-mitla-378/620edffdcb0e12a4db878953,d,Mitla 378,4235490,0.0,2022-07-01,0.0,23,0,0,70197,6,-,-,Nuevo - Preventa,"Mitla 378, Narvarte Oriente, Benito Juárez, 03020 Ciudad de México",0.0,0.0,"['Estatus:Preventa', 'Metros Cuadrados:70-197m2', 'Recámara(s):2-3', 'Baños:2-3', 'Medio Baños:—', 'Garage:1-2', 'Año de Construccion:—', 'Superficie Total:—', 'Entrega:mayo 2023']","Experimenta vivir en un desarrollo que incluye elementos de la mejor calidad en diseño, contando con detalles modernos y un ambiente lleno de armonía. 

Dale un giro a tu vida y la de tus seres queridos. 

En este lugar tu tranquilidad y gozo son la prioridad, es por eso que incluye que incluye todas las comodidades para que vivas como siempre lo has deseado. La colonia Narvarte es una gran zona emblemática de la Ciudad de Mexico dentro de la alcaldía Benito Juarez, donde se concentra una gran cantidad de actividad económica, comercial y servicios de todo tipo. 

Caracterizada por sus hermosas y amplias calles con áreas verdes y avenidas con grandes camellones alineados con palmeras , así como sus casas de estilo arte déco y colonial californiano.

DECA Bienes Raíces",promoted,1,2022-07-23,vivanuncios
DEPARTAMENTO ECONOMICO EN VENTA FRACCIONAMIENTO MORELOS II  PISO 2,/a-casas-en-venta/aguascalientes-ags/departamento-economico-en-venta-fraccionamiento-morelos-ii-piso-2/1003801928410910943041109,a,INMOBILIARIA MYM,500000,1.0,2022-06-01,220.0,2,1,1,0,12,-,Destacado,-,,21.85165,-102.26124,"['Recámara(s):2', 'Baños:1', 'Garage:1', 'Vendedor(a):Inmobiliaria']",-,regular,1,2022-07-23,vivanuncios
CASA EN VENTA EN CANCUN AMUEBLADA CON ALBERCA ZONA SUR,/a-casas-en-venta/cancun/casa-en-venta-en-cancun-amueblada-con-alberca-zona-sur/1003786210080911043650209,a,Consorcio Inmobiliario,2900000,3.0,2022-04-02,180.0,3,2,2,180,23,Urgente,Destacado,-,,21.11989,-86.88039,"['Recámara(s):3', 'Baños:2', 'Garage:2', 'Terreno:180m2', 'Vendedor(a):Inmobiliaria']",-,regular,1,2022-07-23,vivanuncios
CASA DE LOS ARCOS,/a-casas-en-venta/merida-centro/casa-de-los-arcos/1003750460060911149360609,a,MERIDA LIVING REAL ESTATE,519000,7.0,2021-12-03,522.0,4,4,0,581,25,Urgente,Destacado,-,,20.97773,-89.62842,"['Recámara(s):4', 'Baños:4+', 'Terreno:581m2', 'Vendedor(a):Inmobiliaria']",-,regular,1,2022-07-23,vivanuncios
Casa en venta Mérida cerca del centro Mulsay,/a-casas-en-venta/merida/casa-en-venta-merida-cerca-del-centro-mulsay/1003808701780910860909209,a,Mexibroker,900000,16.0,2021-03-08,88.0,1,1,3,297,15,Urgente,Destacado,-,,20.96991,-89.67258,"['Recámara(s):1', 'Baños:1', 'Garage:3', 'Terreno:297m2', 'Vendedor(a):Inmobiliaria']",-,regular,1,2022-07-23,vivanuncios
Casa en Mérida norte Cholul Cod. Inar Tzal,/a-casas-en-venta/merida/casa-en-merida-norte-cholul-cod-inar-tzal/1003808698800910860909209,a,Mexibroker,2850000,16.0,2021-03-08,42.0,3,3,0,250,24,-,Destacado,-,,21.03295,-89.54356,"['Recámara(s):3', 'Baños:3', 'Medio Baños:1', 'Terreno:250m2', 'Vendedor(a):Inmobiliaria']",-,regular,1,2022-07-23,vivanuncios
Casa en venta Mérida Conkal Cod. Idil-Isla,/a-casas-en-venta/conkal/casa-en-venta-merida-conkal-cod-idil+isla/1003808702140910860909209,a,Mexibroker,1595000,16.0,2021-03-08,13.0,2,1,2,160,18,-,Destacado,-,,21.06843,-89.55343,"['Recámara(s):2', 'Baños:1', 'Medio Baños:1', 'Garage:2', 'Terreno:160m2', 'Vendedor(a):Inmobiliaria']",-,regular,1,2022-07-23,vivanuncios
Casa en venta Mérida Conkal Cod. Nadir Rs,/a-casas-en-venta/conkal/casa-en-venta-merida-conkal-cod-nadir-rs/1003808698310910860909209,a,Mexibroker,2670000,16.0,2021-03-08,3.0,3,3,0,320,17,-,Destacado,-,,21.06851,-89.51996,"['Recámara(s):3', 'Baños:3', 'Medio Baños:1', 'Terreno:320m2', 'Vendedor(a):Inmobiliaria']",-,regular,1,2022-07-23,vivanuncios
"Casa en venta en Albaterra, Colima, Colima, México",/a-casas-en-venta/colima-col/casa-en-venta-en-albaterra-colima-colima-mexico/1003765463710911186265909,a,Ideal Bienes Raices,1950000,5.0,2022-02-01,127.0,3,2,2,160,13,Urgente,Destacado,-,,19.288842,-103.702515,"['Recámara(s):3', 'Baños:2', 'Garage:2', 'Terreno:160m2', 'Vendedor(a):Inmobiliaria']",-,regular,1,2022-07-23,vivanuncios
"Casa en venta en La Reserva, Villa de Álvarez, Colima, México",/a-casas-en-venta/villa-de-alvarez/casa-en-venta-en-la-reserva-villa-de-alvarez-colima-mexico/1003791951120911186265909,a,Ideal Bienes Raices,750000,2.0,2022-05-02,184.0,2,2,2,140,14,-,Destacado,-,,19.26292,-103.77395,"['Recámara(s):2', 'Baños:2', 'Garage:2', 'Terreno:140m2', 'Vendedor(a):Inmobiliaria']",-,regular,1,2022-07-23,vivanuncios
"Casa en venta en Las Lagunas II, Villa de Álvarez, Colima, México",/a-casas-en-venta/las-lagunas/casa-en-venta-en-las-lagunas-ii-villa-de-alvarez-colima-mexico/1003791938990911186265909,a,Ideal Bienes Raices,1800000,2.0,2022-05-02,137.0,3,3,2,193,18,-,Destacado,-,,19.29901,-103.73568,"['Recámara(s):3', 'Baños:3', 'Garage:2', 'Terreno:193m2', 'Vendedor(a):Inmobiliaria']",-,regular,1,2022-07-23,vivanuncios
"Casa en venta en Burocratas, Villa de Álvarez, Colima, México",/a-casas-en-venta/villa-de-alvarez/casa-en-venta-en-burocratas-villa-de-alvarez-colima-mexico/1003803192730911186265909,a,Ideal Bienes Raices,2550000,1.0,2022-06-01,24.0,4,3,2,159,11,-,Destacado,-,,19.27455,-103.74083,"['Recámara(s):4', 'Baños:3', 'Garage:2', 'Terreno:159m2', 'Vendedor(a):Inmobiliaria']",-,regular,1,2022-07-23,vivanuncios
"Casa en venta en Lomas de Comala, Comala, Colima, México",/a-casas-en-venta/comala/casa-en-venta-en-lomas-de-comala-comala-colima-mexico/1003803159840911186265909,a,Ideal Bienes Raices,7140000,1.0,2022-06-01,60.0,5,4,4,960,24,-,Destacado,-,,19.33278,-103.74933,"['Recámara(s):5', 'Baños:4+', 'Medio Baños:1', 'Garage:4+', 'Terreno:960m2', 'Vendedor(a):Inmobiliaria']",-,regular,1,2022-07-23,vivanuncios
"Casa en venta en Punta Norte, Colima, Colima, México",/a-casas-en-venta/colima-col/casa-en-venta-en-punta-norte-colima-colima-mexico/1003808853030911186265909,a,Ideal Bienes Raices,2750000,16.0,2021-03-08,6.0,3,2,2,178,6,-,Destacado,-,,19.291092,-103.703645,"['Recámara(s):3', 'Baños:2', 'Garage:2', 'Terreno:178m2', 'Vendedor(a):Inmobiliaria']",-,regular,1,2022-07-23,vivanuncios
"Casa en venta en Salomón Preciado, Villa de Álvarez, Colima, México",/a-casas-en-venta/villa-de-alvarez/casa-en-venta-en-salomon-preciado-villa-de-alvarez-colima-mexico/1003810565100911186265909,a,Ideal Bienes Raices,1512000,10.0,2021-09-04,29.0,2,1,2,158,9,-,Destacado,-,,19.30576,-103.74038,"['Recámara(s):2', 'Baños:1', 'Garage:2', 'Terreno:158m2', 'Vendedor(a):Inmobiliaria']",-,regular,1,2022-07-23,vivanuncios
"Casa en venta en Centro, Comala, Colima, México",/a-casas-en-venta/comala/casa-en-venta-en-centro-comala-colima-mexico/1003810597310911186265909,a,Ideal Bienes Raices,2500000,10.0,2021-09-04,28.0,4,3,1,353,24,Urgente,Destacado,-,,19.31951,-103.76242,"['Recámara(s):4', 'Baños:3', 'Garage:1', 'Terreno:353m2', 'Vendedor(a):Inmobiliaria']",-,regular,1,2022-07-23,vivanuncios
CASA EN VENTA DE OPORTUNIDAD EN SANTA FE MORELOS CON SEGURIDAD AMENIDADES Y PLUSVALIA,/a-casas-en-venta/real-del-puente/casa-en-venta-de-oportunidad-en-santa-fe-morelos-con-seguridad-amenidades-y-plusvalia/1003812470770910892508809,a,Vili de la Paz,1450000,3.0,2022-04-02,6.0,2,2,2,0,15,Urgente,Destacado,-,,18.79531,-99.23125,"['Recámara(s):2', 'Baños:2', 'Medio Baños:1', 'Garage:2', 'Vendedor(a):Inmobiliaria']",-,regular,1,2022-07-23,vivanuncios
"Casa en Preventa en La Vista, Xalapa, Veracruz, 3 Recámaras",/a-casas-en-venta/emiliano-zapata-xalapa/casa-en-preventa-en-la-vista-xalapa-veracruz-3-recamaras/1003692791410911286930609,a,La Vista,2020000,1.0,2022-06-01,1198.0,3,2,1,131,6,-,Destacado,-,,19.50486,-96.92553,"['Recámara(s):3', 'Baños:2', 'Medio Baños:1', 'Garage:1', 'Terreno:131m2', 'Vendedor(a):Inmobiliaria']",-,regular,1,2022-07-23,vivanuncios
"Casa en Venta en La Vista, Xalapa, Veracruz, 3 Recámaras",/a-casas-en-venta/xalapa/casa-en-venta-en-la-vista-xalapa-veracruz-3-recamaras/1003692797090911286930609,a,La Vista,2190000,1.0,2022-06-01,1221.0,3,2,1,152,9,-,Destacado,-,,19.50488,-96.92562,"['Recámara(s):3', 'Baños:2', 'Medio Baños:1', 'Garage:1', 'Terreno:152m2', 'Vendedor(a):Inmobiliaria']",-,regular,1,2022-07-23,vivanuncios
DEPARTAMENTO EN VENTA POR AV DESIERTO DE LOS LEONES CON 3 REC JARDIN Y VIGILANCIA,/a-departamentos-en-venta/alvaro-obregon/departamento-en-venta-por-av-desierto-de-los-leones-con-3-rec-jardin-y-vigilancia/1003780838120911152490909,a,VISION INMOBILIARIA,4150000,4.0,2022-03-03,62.0,3,2,3,115,25,Urgente,Destacado,-,,19.34047,-99.23709,"['Recámara(s):3', 'Baños:2', 'Garage:3', 'Terreno:115m2', 'Vendedor(a):Inmobiliaria']",-,regular,1,2022-07-23,vivanuncios
DEPARTAMENTO EN VENTA EN CUAUTITLAN CON VIGILANCIA Y ROOF GARDEN,/a-departamentos-en-venta/cuautitlan-izcalli/departamento-en-venta-en-cuautitlan-con-vigilancia-y-roof-garden/1003805483670911152490909,a,VISION INMOBILIARIA,2270000,1.0,2022-06-01,29.0,2,2,1,72,19,Urgente,Destacado,-,,19.63843,-99.22212,"['Recámara(s):2', 'Baños:2', 'Garage:1', 'Terreno:72m2', 'Vendedor(a):Inmobiliaria']",-,regular,1,2022-07-23,vivanuncios
"Departamento en Renta y Venta, Col. Polanco",/a-departamentos-en-venta/miguel-hidalgo/departamento-en-renta-y-venta-col-polanco/1003810645760911140650409,a,Tu casa hoy,35000000,9.0,2021-10-04,2.0,3,3,1,0,21,Urgente,Destacado,-,,19.43318,-99.18635,"['Recámara(s):3', 'Baños:3', 'Garage:1', 'Vendedor(a):Inmobiliaria']",-,regular,1,2022-07-23,vivanuncios
"Departamento en Venta y Renta, Col. Polanco",/a-departamentos-en-venta/miguel-hidalgo/departamento-en-venta-y-renta-col-polanco/1003800699450911140650409,a,Tu casa hoy,4600000,1.0,2022-06-01,7.0,1,1,1,0,24,Urgente,Destacado,-,,19.43351,-99.18727,"['Recámara(s):1', 'Baños:1', 'Garage:1', 'Vendedor(a):Inmobiliaria']",-,regular,1,2022-07-23,vivanuncios
"Casa en Venta y Renta, Col. Bosque de las Lomas",/a-casas-en-venta/bosque-de-las-lomas/casa-en-venta-y-renta-col-bosque-de-las-lomas/1003801700720911140650409,a,Tu casa hoy,50000000,1.0,2022-06-01,16.0,4,4,4,1200,25,Urgente,Destacado,-,,19.41186,-99.23599,"['Recámara(s):4', 'Baños:4+', 'Medio Baños:2', 'Garage:4+', 'Terreno:1200m2', 'Vendedor(a):Inmobiliaria']",-,regular,1,2022-07-23,vivanuncios
"Departamentos en Venta en Select Living Martín Carrera en GAM, CDMX",/d-desarrollo-select-living-martin-carrera/62852ba0cb0e114eee9dc194,d,Select Living Martín Carrera,2222586,0.0,2022-07-01,0.0,2,0,0,98,4,-,-,Nuevo - Preventa,"Av. Gral. Martin Carrera 26, Martín Carrera, Gustavo A. Madero, 07070, CDMX",0.0,0.0,"['Estatus:Preventa', 'Metros Cuadrados:98m2', 'Recámara(s):2', 'Baños:1', 'Medio Baños:1', 'Garage:1', 'Año de Construccion:—', 'Superficie Total:—', 'Entrega:abril 2023']","Vivienda Vertical

	 GRUPO UBK",promoted,2,2022-07-23,vivanuncios
"Departamentos en Venta en Cervantes 101 en Miguel Hidalgo, CDMX",/d-desarrollo-cervantes-101/62cc7981cb0e849cf09be619,d,Cervantes 101,4035000,0.0,2022-07-01,0.0,13,0,0,51132,15,-,-,Nuevo - Preventa,"Blvd. Miguel de Cervantes Saavedra 101 Granada Miguel Hidalgo, CDMX",0.0,0.0,"['Estatus:Preventa', 'Metros Cuadrados:51-132m2', 'Recámara(s):1-3', 'Baños:1-2', 'Medio Baños:—', 'Garage:1-2', 'Año de Construccion:—', 'Superficie Total:—', 'Entrega:—']","El desarrollo para vivir Polanco, Cervantes 101 será un referente de la zona con su maravillosa ubicación ya que podrás vivir Polanco caminando. 

En la misma calle que Museo Soumaya, plaza Carso y a espaldas de Ejercito Nacional, experimentarás el gozo de lo que la zona ofrece para ti. 


Departamentos desde 51m² hasta 114m² con las mejores amenidades de la zona, como Kids lab, teatro y piscina para niños, Green bar, Sauna, GYM y jet pool para ti y tus visitas, entre otras muchas mas amenidades. 

Conoce la que será tu opción A para elegir el hogar de tus sueños.


		 Class Experiencia Inmobiliaria",promoted,2,2022-07-23,vivanuncios
"Departamentos en Venta en Mitla 378 en Benito Juárez, CDMX ",/d-desarrollo-mitla-378/620edffdcb0e12a4db878953,d,Mitla 378,4235490,0.0,2022-07-01,0.0,23,0,0,70197,6,-,-,Nuevo - Preventa,"Mitla 378, Narvarte Oriente, Benito Juárez, 03020 Ciudad de México",0.0,0.0,"['Estatus:Preventa', 'Metros Cuadrados:70-197m2', 'Recámara(s):2-3', 'Baños:2-3', 'Medio Baños:—', 'Garage:1-2', 'Año de Construccion:—', 'Superficie Total:—', 'Entrega:mayo 2023']","Experimenta vivir en un desarrollo que incluye elementos de la mejor calidad en diseño, contando con detalles modernos y un ambiente lleno de armonía. 

Dale un giro a tu vida y la de tus seres queridos. 

En este lugar tu tranquilidad y gozo son la prioridad, es por eso que incluye que incluye todas las comodidades para que vivas como siempre lo has deseado. La colonia Narvarte es una gran zona emblemática de la Ciudad de Mexico dentro de la alcaldía Benito Juarez, donde se concentra una gran cantidad de actividad económica, comercial y servicios de todo tipo. 

Caracterizada por sus hermosas y amplias calles con áreas verdes y avenidas con grandes camellones alineados con palmeras , así como sus casas de estilo arte déco y colonial californiano.

DECA Bienes Raíces",promoted,2,2022-07-23,vivanuncios
"Departamentos en Venta en Eje Central 321 en Benito Juárez, CDMX ",/d-desarrollo-eje-central-321/62c8b3d1cb0ef38ff6cb6309,d,Eje Central 321,3120800,0.0,2022-07-01,0.0,2,0,0,63157,4,-,-,Nuevo - Preventa,"Eje Central 321, Portales Norte, Benito Juárez, CDMX",0.0,0.0,"['Estatus:Preventa', 'Metros Cuadrados:63-157m2', 'Recámara(s):2', 'Baños:1-2', 'Medio Baños:—', 'Garage:1-2', 'Año de Construccion:—', 'Superficie Total:—', 'Entrega:abril 2023']","Eje Central 321 será el desarrollo que enmarcara tu futuro hogar. 

Con una ubicación envidiable, viviras con tu familia un sin fin de comercios a tu alrededor, paseos a pocas cuadras de parque de los venados, escuelas, plazas comerciales y todo cobijados por una colonia consolidada y de tradición en la CDMX.

Con Salida al sur de la ciudad por Tlalpan o al centro por Eje Central.

Departamentos con espacios pensados para familias modernas y acabados de alta gama.

Conoce el que podría ser tu futuro hogar.

Class",promoted,2,2022-07-23,vivanuncios
DEPARTAMENTO EN VENTA PUNTA MANGLAR ACAPULCO,/a-departamentos-en-venta/punta-diamante/departamento-en-venta-punta-manglar-acapulco/1003794744140911332015709,a,PAULA RUBI,5817206,2.0,2022-05-02,53.0,3,3,1,0,15,-,Destacado,-,,16.79411,-99.82882,"['Recámara(s):3', 'Baños:3', 'Garage:1', 'Vendedor(a):Inmobiliaria']",-,regular,2,2022-07-23,vivanuncios
"Departamento en preventa en ALBA, Cancún, Quintana Roo, con 3 recámaras",/a-departamentos-en-venta/puerto-juarez-zona-hotelera/departamento-en-preventa-en-alba-cancun-quintana-roo-con-3-recamaras/1003711269390911297592709,a,Alba,14010000,10.0,2021-09-04,56.0,3,3,2,245,12,-,Destacado,-,,21.16286,-86.80556,"['Recámara(s):3', 'Baños:3', 'Medio Baños:1', 'Garage:2', 'Terreno:245m2', 'Vendedor(a):Inmobiliaria']",-,regular,2,2022-07-23,vivanuncios
¡Preventa Casa Super Equipada con Acabados de lujo!,/a-casas-en-venta/tabachines-yautepec-de-zaragoza/preventa-casa-super-equipada-con-acabados-de-lujo/1003740505070911102120509,a,HINMOBILIARIA,1535000,8.0,2021-11-03,317.0,2,2,2,69,25,Urgente,Destacado,-,,18.893651,-99.038397,"['Recámara(s):2', 'Baños:2', 'Garage:2', 'Terreno:69m2', 'Vendedor(a):Inmobiliaria']",-,regular,2,2022-07-23,vivanuncios
"Departamento en Venta, Portofino Bosques de las Lomas",/a-departamentos-en-venta/bosque-de-las-lomas/departamento-en-venta-portofino-bosques-de-las-lomas/1003801821830911140650409,a,Tu casa hoy,1450000,1.0,2022-06-01,11.0,3,3,0,0,19,-,Destacado,-,,19.40756,-99.24926,"['Recámara(s):3', 'Baños:3', 'Vendedor(a):Inmobiliaria']",-,regular,2,2022-07-23,vivanuncios
"Casa en Venta, Col. La Herradura, Huixquilucan",/a-casas-en-venta/la-herradura-naucalpan-de-juarez/casa-en-venta-col-la-herradura-huixquilucan/1003801834220911140650409,a,Tu casa hoy,13500000,1.0,2022-06-01,21.0,4,4,2,360,9,Urgente,Destacado,-,,19.42015,-99.24945,"['Recámara(s):4', 'Baños:4+', 'Medio Baños:1', 'Garage:2', 'Terreno:360m2', 'Vendedor(a):Inmobiliaria']",-,regular,2,2022-07-23,vivanuncios
"Casa en  Condominio en Venta, Ixtapan Zihuatanejo",/a-casas-en-venta/ixtapa-gro/casa-en-condominio-en-venta-ixtapan-zihuatanejo/1003802562740911140650409,a,Tu casa hoy,6300000,1.0,2022-06-01,164.0,3,2,2,220,24,-,Destacado,-,,17.66583,-101.61577,"['Recámara(s):3', 'Baños:2', 'Medio Baños:2', 'Garage:2', 'Terreno:220m2', 'Vendedor(a):Inmobiliaria']",-,regular,2,2022-07-23,vivanuncios
"Casa en Venta, Col. Bosque de las Lomas",/a-casas-en-venta/bosque-de-las-lomas/casa-en-venta-col-bosque-de-las-lomas/1003802567610911140650409,a,Tu casa hoy,36000000,1.0,2022-06-01,20.0,3,3,3,450,25,-,Destacado,-,,19.39597,-99.24849,"['Recámara(s):3', 'Baños:3', 'Garage:3', 'Terreno:450m2', 'Vendedor(a):Inmobiliaria']",-,regular,2,2022-07-23,vivanuncios
"Departamento en Venta, Col. Lomas de Chapultepec",/a-departamentos-en-venta/miguel-hidalgo/departamento-en-venta-col-lomas-de-chapultepec/1003802811530911140650409,a,Tu casa hoy,11500000,1.0,2022-06-01,3.0,2,2,2,0,10,-,Destacado,-,,19.4286,-99.21885,"['Recámara(s):2', 'Baños:2', 'Medio Baños:1', 'Garage:2', 'Vendedor(a):Inmobiliaria']",-,regular,2,2022-07-23,vivanuncios
"Casa en Venta, Col. Avandaro- Valle de Bravo",/a-casas-en-venta/avandaro/casa-en-venta-col-avandaro+-valle-de-bravo/1003802815920911140650409,a,Tu casa hoy,16500000,1.0,2022-06-01,20.0,3,2,0,800,6,-,Destacado,-,,19.15971,-100.1459,"['Recámara(s):3', 'Baños:2', 'Terreno:800m2', 'Vendedor(a):Inmobiliaria']",-,regular,2,2022-07-23,vivanuncios
"Casa en Venta, Col. Lomas de las Palmas",/a-casas-en-venta/lomas-de-las-palmas/casa-en-venta-col-lomas-de-las-palmas/1003803492770911140650409,a,Tu casa hoy,10600000,1.0,2022-06-01,19.0,4,3,2,468,25,-,Destacado,-,,19.39382,-99.27255,"['Recámara(s):4', 'Baños:3', 'Garage:2', 'Terreno:468m2', 'Vendedor(a):Inmobiliaria']",-,regular,2,2022-07-23,vivanuncios
Depa en Sennse Garden Condesa,/a-departamentos-en-venta/hipodromo/depa-en-sennse-garden-condesa/1003804259840911140650409,a,Tu casa hoy,10500000,1.0,2022-06-01,6.0,2,2,2,0,17,-,Destacado,-,,19.41437,-99.17072,"['Recámara(s):2', 'Baños:2', 'Garage:2', 'Vendedor(a):Inmobiliaria']",-,regular,2,2022-07-23,vivanuncios
Depa en Illinois en la Nápoles Venta y Renta,/a-departamentos-en-venta/ampliacion-napoles/depa-en-illinois-en-la-napoles-venta-y-renta/1003804510530911140650409,a,Tu casa hoy,6000000,1.0,2022-06-01,8.0,2,2,1,0,18,-,Destacado,-,,19.38562,-99.17937,"['Recámara(s):2', 'Baños:2', 'Garage:1', 'Vendedor(a):Inmobiliaria']",-,regular,2,2022-07-23,vivanuncios
"Departamento en La Roma, Calle Linares   140m",/a-departamentos-en-venta/roma-sur/departamento-en-la-roma-calle-linares-140m/1003804657640911140650409,a,Tu casa hoy,8906563,1.0,2022-06-01,6.0,3,3,2,0,7,-,Destacado,-,,19.40586,-99.16059,"['Recámara(s):3', 'Baños:3', 'Garage:2', 'Vendedor(a):Inmobiliaria']",-,regular,2,2022-07-23,vivanuncios
Departamento en La Roma Sur 93 m,/a-departamentos-en-venta/roma-sur/departamento-en-la-roma-sur-93-m/1003804660240911140650409,a,Tu casa hoy,5753287,1.0,2022-06-01,7.0,2,2,2,0,5,-,Destacado,-,,19.40586,-99.16059,"['Recámara(s):2', 'Baños:2', 'Garage:2', 'Vendedor(a):Inmobiliaria']",-,regular,2,2022-07-23,vivanuncios
"Departamento en La Roma Sur, en la calle de Linares",/a-departamentos-en-venta/roma-sur/departamento-en-la-roma-sur-en-la-calle-de-linares/1003804660250911140650409,a,Tu casa hoy,7176349,1.0,2022-06-01,7.0,2,2,2,0,6,-,Destacado,-,,19.40586,-99.16059,"['Recámara(s):2', 'Baños:2', 'Garage:2', 'Vendedor(a):Inmobiliaria']",-,regular,2,2022-07-23,vivanuncios
"Departamento en Venta, Col. Polanco",/a-departamentos-en-venta/polanco/departamento-en-venta-col-polanco/1003805079990911140650409,a,Tu casa hoy,1080000,1.0,2022-06-01,11.0,2,2,2,0,13,-,Destacado,-,,19.4342,-99.20637,"['Recámara(s):2', 'Baños:2', 'Medio Baños:1', 'Garage:2', 'Vendedor(a):Inmobiliaria']",-,regular,2,2022-07-23,vivanuncios
Increíbles Departamentos en Exclusivo Desarrollo,/a-departamentos-en-venta/bosque-real-country-club/increibles-departamentos-en-exclusivo-desarrollo/1003805759990911140650409,a,Tu casa hoy,20000000,25.0,2020-06-11,6.0,3,3,4,0,24,-,Destacado,-,,19.43573,-99.28036,"['Recámara(s):3', 'Baños:3', 'Medio Baños:1', 'Garage:4+', 'Vendedor(a):Inmobiliaria']",-,regular,2,2022-07-23,vivanuncios
"Town House en Venta, Col. Lomas Hipodromo",/a-casas-en-venta/lomas-hipodromo/town-house-en-venta-col-lomas-hipodromo/1003805773310911140650409,a,Tu casa hoy,12000000,25.0,2020-06-11,9.0,3,2,3,250,17,-,Destacado,-,,19.43278,-99.23283,"['Recámara(s):3', 'Baños:2', 'Medio Baños:1', 'Garage:3', 'Terreno:250m2', 'Vendedor(a):Inmobiliaria']",-,regular,2,2022-07-23,vivanuncios
"Casa Venta, Lomas de Chapultepec",/a-casas-en-venta/bosque-de-las-lomas/casa-venta-lomas-de-chapultepec/1003805772250911140650409,a,Tu casa hoy,3000000,25.0,2020-06-11,11.0,3,3,4,706,14,-,Destacado,-,,19.40107,-99.24807,"['Recámara(s):3', 'Baños:3', 'Medio Baños:1', 'Garage:4+', 'Terreno:706m2', 'Vendedor(a):Inmobiliaria']",-,regular,2,2022-07-23,vivanuncios
"Departamento Venta, Col. Bosque de las Lomas.",/a-departamentos-en-venta/bosques-de-las-lomas/departamento-venta-col-bosque-de-las-lomas/1003805773520911140650409,a,Tu casa hoy,13900000,25.0,2020-06-11,4.0,3,3,3,0,10,-,Destacado,-,,19.39294,-99.24892,"['Recámara(s):3', 'Baños:3', 'Medio Baños:1', 'Garage:3', 'Vendedor(a):Inmobiliaria']",-,regular,2,2022-07-23,vivanuncios
